Membership Plan,4 New Members,Net Increase,Sponsor New Kiwanis Club,Apppointed Membership Chair,Use ACE Tools,Officer Attended CLE,Convention Attendance,Attended Amplify,Signature Project Contest Entry,Annual Signature Project,Sponsors a Service Leadership Program,Supports a Local Children-focused Organization,KCF Support,Completed a Club Fundraising Project,Active Partnership with KI or Local Partner,Received Positive Media Coverage,Completed Youth Protection Education,Appointed PR Chair,Points earned,District ID,District Name,Club ID,Club Name
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K11,Louisiana-Mississippi-West Tennessee,K19201,Northeast Shelby County
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K44,Taiwan,K19204,Hsin Shu
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19206,Chia Lien
0,15,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,5,0,60,K36,Philippine Luzon,K19211,New Lucena Central
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K36,Philippine Luzon,K19214,Cavite Maharlikans
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K36,Philippine Luzon,K19218,Metro Mangaldan
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19219,Choletais
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K42,Southern Philippine,K19228,Buenas Ormoc
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K24,Rocky Mountain,K19230,Goshen County
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K45,Italy-San Marino,K19232,Messina Zancle
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K45,Italy-San Marino,K19233,Bellizzi-Sele Picentino
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K36,Philippine Luzon,K19234,Tanay Highlands
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K60,Ecuador,K19235,Colibrí De Chone
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19242,Gent Golden Prinsenhof
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19245,Geel Iuvenes
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K18,New Jersey,K19248,Greater Hamburg
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K45,Italy-San Marino,K19249,Napoli-Campania Felix
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K36,Philippine Luzon,K19251,Dream Team Metro Cavite
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,85,K36,Philippine Luzon,K19252,Young Professionals Puerto Princesa City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19253,Chia Hsin
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19254,Fu Cheng
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19255,Hsiang Hsin
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K19257,Chun Li
0,15,0,10,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,70,K36,Philippine Luzon,K19258,Last Frontier Palawan (the)
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K65,India,K19259,Aligarh Ojas
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19260,Altkirch Sundgau
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K04,Carolinas,K19262,Clayton
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K19271,Limmattal Young Professionals
5,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,70,K21,Eastern Canada and the Caribbean,K19272,Lac St-Jean Est
0,15,0,0,5,5,0,5,0,0,5,0,5,10,5,5,5,0,5,70,K05,Florida,K19273,North Lauderdale
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K19275,Kapis Rockstar
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K69,Nepal,K19276,SINDHUPALCHOWK NEPAL
0,15,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,80,K14,Missouri-Arkansas,K19279,Gladstone
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K36,Philippine Luzon,K19280,Garnet Pacita De San Pedro City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K69,Nepal,K19284,Kathmandu Mahanagar Nepal
5,15,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,5,90,K14,Missouri-Arkansas,K19287,Cottleville Weldon Spring
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19289,Amay
5,15,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,95,K21,Eastern Canada and the Caribbean,K19291,St. Andrew Grenada
0,0,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,5,5,65,K04,Carolinas,K19292,The Crystal Coast
5,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,5,75,K26,Texas-Oklahoma,K19293,Moore
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K56,Malaysia,K19295,Gopeng Perak
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,40,K23,Pennsylvania,K19297,Collegeville Area
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K63,Romania,K19301,Bucuresti
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19305,Min An
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,40,K17,New England and Bermuda,K19308,Greater Amesbury
5,0,0,0,5,5,10,5,0,5,5,0,5,0,5,5,5,0,5,65,K21,Eastern Canada and the Caribbean,K19311,Huntsville Muskoka
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19313,Te Yu Tsun Taichung City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K55,"Non-Districted, Africa",K19314,Bamenda Cameroon
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19316,Hoeylaert Zoniënwoud
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K56,Malaysia,K19317,Kahang Johor
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K45,Italy-San Marino,K19318,Trapani-Saturno
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,5,60,K12,Michigan,K19320,Bay Area
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K41,Switzerland-Liechtenstein,K19321,Willisau
5,0,0,0,5,5,10,5,5,5,5,0,5,0,5,5,5,5,5,75,K21,Eastern Canada and the Caribbean,K19329,Friends Across Borders Jamaica
5,0,0,0,5,5,0,5,5,0,5,15,5,10,5,5,5,0,0,75,K06,Georgia,K19331,Georgia Online
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,55,K68,Panama,K19332,Garachiné
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K50,Germany,K19333,Deutschland-Netzwerk
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K06,Georgia,K19334,Social Circle
0,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,0,0,60,K23,Pennsylvania,K19336,Linglestown Area
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K56,Malaysia,K19340,Penang Central
0,15,0,0,5,5,0,5,5,5,5,15,5,0,5,5,5,5,0,85,K02,California-Nevada-Hawaii,K19343,Literacy In Southern California
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K36,Philippine Luzon,K19346,Majestic Imus City
5,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,105,K07,Illinois-Eastern Iowa,K19350,Yorkville IL
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K45,Italy-San Marino,K19351,Apsias-Reggio Calabria
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,55,K22,Pacific Northwest,K19352,Mill Creek
0,0,0,0,5,5,0,5,0,0,5,15,5,15,5,5,5,0,5,75,K18,New Jersey,K19354,Greater Monroe
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K10,Kentucky-Tennessee,K19355,Carter County
0,0,0,10,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,55,K36,Philippine Luzon,K19357,Golden Hearts of Laguna
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19358,Yuan Ching
0,15,20,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,5,105,K02,California-Nevada-Hawaii,K19360,Diamond Bar Young Professionals
5,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K19361,Arlington Heights
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19363,Dax Adour
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K19364,Te Hsin
5,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,0,60,K03,Capital,K19369,St Paul-Castlewood
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K20,Ohio,K19372,Colerain Township
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K44,Taiwan,K19374,Excellence Culture Education Club Taichung City
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K20,Ohio,K19377,Champaign County
0,0,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,0,5,50,K36,Philippine Luzon,K19378,Paracale Golden Servant
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K36,Philippine Luzon,K19379,Bacolor Pampanga
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K19382,Yuan He Taichung City
0,15,20,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,80,K07,Illinois-Eastern Iowa,K19383,Norridge/Harwood Heights
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K19385,Mang Ling Taipei City
0,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,5,60,K11,Louisiana-Mississippi-West Tennessee,K19386,eLaMissTenn Baton Rouge LA
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K19390,Kapis Angel Wings
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,95,K21,Eastern Canada and the Caribbean,K19391,Exuma
0,15,20,0,0,5,10,5,0,0,5,15,5,10,5,5,5,0,0,105,K08,Indiana,K19392,Fishers
5,15,20,0,5,5,10,5,0,5,5,15,5,0,5,5,5,5,5,120,K21,Eastern Canada and the Caribbean,K19397,Kanata-Stittsville
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K14,Missouri-Arkansas,K19400,University City
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K09,Kansas,K19403,Ottawa 2.0
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K07,Illinois-Eastern Iowa,K19406,Washington
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19408,Chiang Ta
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K05,Florida,K19413,Rocky Bayou
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,85,K19,New York,K19414,Valley Stream
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K02,California-Nevada-Hawaii,K19415,Redondo Beach
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K52,France-Monaco,K19416,Prisse des Deux Roches
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K19417,Unterkärnten
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K07,Illinois-Eastern Iowa,K19420,Crestwood-Oak Forest Area
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K02,California-Nevada-Hawaii,K19421,San Gabriel Valley Region
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19422,Mouriès Vallée Des Baux
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K43,Japan,K19423,Aomori
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K19424,Central Davao
5,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K02,California-Nevada-Hawaii,K19425,Centennial Hills
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19427,Badexing Kaohsiung City
0,15,0,0,5,5,10,5,5,5,5,0,5,0,5,5,5,0,5,80,K42,Southern Philippine,K19428,Golden Salakot Aklan
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K19430,Southwest Las Vegas
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K05,Florida,K19443,Apopka
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K36,Philippine Luzon,K19444,Cosmopolitan Legazpi
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K02,California-Nevada-Hawaii,K19445,San Pablo For Our Children
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,,0,50,K10,Kentucky-Tennessee,K19446,Caverna
5,0,0,0,5,5,0,5,0,0,5,0,5,10,5,5,5,5,0,60,K22,Pacific Northwest,K19449,Slabtown Area
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K17,New England and Bermuda,K19454,Peabody MA
5,15,0,0,5,5,0,5,5,0,5,0,5,0,5,5,5,,5,70,K21,Eastern Canada and the Caribbean,K19455,JTS St. Andrew Jamaica
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K51,"Korea, Republic of",K19456,Shin-Seohae
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K63,Romania,K19458,Brasov
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K06,Georgia,K19461,Bowdon
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K24,Rocky Mountain,K19463,Castle Rock Impact
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,55,K06,Georgia,K19464,Gilmer County
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K56,Malaysia,K19465,Bukit Jalil Kuala Lumpur
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K63,Romania,K19468,Câmpulung Moldovenesc
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,80,K17,New England and Bermuda,K19469,Northampton
0,15,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,5,0,65,K06,Georgia,K19471,Pooler-West Chatham
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K06,Georgia,K19472,Lithonia-Stonecrest
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K36,Philippine Luzon,K19474,Nueva Ecija Talagang Tumutulong
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K54,"Non-Districted, Latin America",K19475,Los Robles
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,70,K14,Missouri-Arkansas,K19481,Wright City
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K41,Switzerland-Liechtenstein,K19482,Fribourg Cité
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19486,Hsiao Hsing
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K36,Philippine Luzon,K19495,Taaleños Batangas City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K63,Romania,K19498,Iasi
5,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,45,K21,Eastern Canada and the Caribbean,K19501,West Lincoln
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,90,K05,Florida,K19503,Pasco/Hernando
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K69,Nepal,K19504,Kathmandu City
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K69,Nepal,K19505,Manakamana Nepal
0,15,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,0,0,55,K50,Germany,K19510,Straubing
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K69,Nepal,K19511,Kathmandu ESUN
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,55,K20,Ohio,K19514,Cuyahoga Falls
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,40,K19,New York,K19519,Deer Park-North Babylon
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K63,Romania,K19521,Radauti
5,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,45,K03,Capital,K19522,Forest
5,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,85,K19,New York,K19525,Ridgewood NY 3-2-1
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K02,California-Nevada-Hawaii,K19527,Yuba-Sutter Supper Club
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K01,Alabama,K19528,Gardendale
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K02,California-Nevada-Hawaii,K19531,Mountain House
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19533,Nice Baie De Anges
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K20,Ohio,K19534,Avon
5,0,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,5,75,K21,Eastern Canada and the Caribbean,K19539,JFB Kingston
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K37,Austria,K19540,Neusiedl am See/Tabor
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K36,Philippine Luzon,K19541,Tanglaw Ng Rizal
0,0,0,0,0,5,10,5,0,0,5,15,5,15,5,5,5,0,5,80,K07,Illinois-Eastern Iowa,K19544,Peoria Heights
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K61,United Kingdom,K19545,Croydon
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K63,Romania,K19550,Pitesti
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K19554,Gensan Stars
0,15,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,0,0,60,K45,Italy-San Marino,K19556,Corigliano Rossano-Ippodamo Da Mileto
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K52,France-Monaco,K19559,Mulhouse Belvédère
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19560,TaChia River
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K44,Taiwan,K19561,Long Fang
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19562,Wen Hen
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K19564,Rowland Heights
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19565,Da Shen Po
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19566,Kortenberg
0,0,0,0,5,5,0,5,0,0,5,15,5,15,5,5,5,5,5,80,K20,Ohio,K19573,Sunbury Big Walnut
0,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,90,K17,New England and Bermuda,K19574,Methuen
5,15,0,0,0,5,0,5,0,5,5,0,5,15,5,5,5,0,0,75,K18,New Jersey,K19575,Clifton
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K60,Ecuador,K19576,La Concordia
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K36,Philippine Luzon,K19581,Metro Candelaria
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K69,Nepal,K19585,Kathmandu Heritage
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K35,New Zealand-South Pacific,K19587,Tiare Païta
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K19,New York,K19588,Southern Dutchess County
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,5,0,50,K03,Capital,K19595,Clinchco
0,15,0,0,5,5,10,5,0,5,5,15,5,15,5,5,5,,0,100,K24,Rocky Mountain,K19597,Broomfield North Metro
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K36,Philippine Luzon,K19598,San Pedro Maharlika
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K02,California-Nevada-Hawaii,K19602,Coastal Valley Cyber
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K56,Malaysia,K19609,JELAPANG PERAK
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,45,K24,Rocky Mountain,K19610,West Colfax Lakewood
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K05,Florida,K19611,Greater Palm Harbor
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K55,"Non-Districted, Africa",K19614,Wakiso
0,0,0,0,0,5,0,5,5,0,5,0,5,0,5,5,5,0,0,40,K44,Taiwan,K19620,Tien Mu Taichung City
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K68,Panama,K19622,Las Claras
5,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,75,K07,Illinois-Eastern Iowa,K19627,Galva
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K36,Philippine Luzon,K19630,Calamba City
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K02,California-Nevada-Hawaii,K19632,Southern California LGBT Care Team
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K42,Southern Philippine,K19633,Sulhog Tacloban
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K45,Italy-San Marino,K19636,Francavilla Al Mare E la Costa Dei Trabocchi
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K36,Philippine Luzon,K19648,Chunnel and Channel Dasmarinas City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K68,Panama,K19651,Chitré
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K02,California-Nevada-Hawaii,K19652,Rio Dell-Scotia
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K42,Southern Philippine,K19657,Pasad Negros
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19661,Tirimont-de Vrije Pajot
5,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,60,K28,Western Canada,K19668,Cochrane Alberta
5,0,0,0,5,5,10,5,5,5,5,0,5,0,5,5,5,5,5,75,K21,Eastern Canada and the Caribbean,K19670,Nord Basse-Terre
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K44,Taiwan,K19673,Peace Earth Taipei
5,15,0,0,5,5,0,5,5,5,5,0,5,15,5,5,5,5,5,95,K20,Ohio,K19676,Seneca County
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,40,K06,Georgia,K19677,Fayetteville/Greater Atlanta
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K56,Malaysia,K19678,KOTA KEMUNING SELANGOR
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K19682,Wellington
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,45,K24,Rocky Mountain,K19683,Johnstown-Milliken
0,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,5,55,K24,Rocky Mountain,K19684,Northeast Denver Metro
0,0,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,65,K21,Eastern Canada and the Caribbean,K19689,Toronto Caribbean
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,85,K03,Capital,K19690,Carrollton
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,70,K26,Texas-Oklahoma,K19691,Kyle/Buda Texas
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K19692,Effingham County
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,80,K17,New England and Bermuda,K19693,eKiwanis Club of New England and Bermuda
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,55,K02,California-Nevada-Hawaii,K19697,Div 1234 Santa Clara Special Games 
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K01,Alabama,K19698,Calera
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19699,Mons En Hainaut
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K38,Belgium-Luxembourg,K19701,Hansbeke Niviala
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K43,Japan,K19703,Utsunomiya
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K24,Rocky Mountain,K19705,Casper 307
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K02,California-Nevada-Hawaii,K19710,Lakeside CA
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K25,Southwest,K19716,Flagstaff
0,15,0,0,5,5,0,5,0,0,5,0,5,15,5,5,5,5,0,75,K13,Minnesota-Dakotas,K19717,Southwest Metro Minneapolis
